Dia,Codi estació,Estació,Codi variable,Descripció variable,Cabal canal (m³/s)
27/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.84
26/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
26/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.85
25/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
25/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.86
24/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.34
24/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.84
23/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
23/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.86
22/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.24
22/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.82
21/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.19
21/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.76
20/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
20/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.84
19/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.32
19/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.84
18/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.00
18/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.52
17/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.99
17/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.40
16/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.32
16/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.78
15/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
15/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.77
14/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.29
14/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.72
13/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.32
13/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.75
12/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
12/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.75
11/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.32
11/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.69
10/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.12
10/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.70
09/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.35
09/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.87
08/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
08/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.87
07/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.30
07/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.77
06/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.35
06/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.89
05/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
05/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.87
04/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.35
04/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.87
03/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.37
03/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.82
02/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.31
02/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.77
01/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
01/01/2024,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.77
31/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.29
31/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.70
30/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
30/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.80
29/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
29/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.79
28/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.37
28/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.82
27/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.31
27/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.69
26/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.30
26/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.69
25/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.32
25/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.78
24/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
24/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.81
23/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
23/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.86
22/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
22/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.95
21/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
21/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.94
20/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.37
20/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.95
19/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.02
19/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.51
18/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
18/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.91
17/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.37
17/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.81
16/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
16/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.82
15/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
15/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.85
14/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.37
14/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.87
13/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
13/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.83
12/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.29
12/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.83
11/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
11/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.81
10/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
10/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.82
09/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.19
09/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.75
08/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.39
08/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.90
07/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.39
07/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.87
06/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
06/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.87
05/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
05/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.88
04/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.35
04/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.96
03/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.37
03/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.86
02/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.66
02/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.03
01/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.57
01/12/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.89
30/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.81
30/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.18
29/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.37
29/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.89
28/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.39
28/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.87
27/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.24
27/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.66
26/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
26/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.81
25/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.39
25/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.84
24/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.37
24/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.90
23/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
23/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.91
22/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
22/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.91
21/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.40
21/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.92
20/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.39
20/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.92
19/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.37
19/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.88
18/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
18/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.89
17/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.38
17/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.92
16/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.36
16/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.92
15/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.28
15/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.88
14/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.39
14/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.86
13/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.35
13/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.81
12/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.30
12/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.73
11/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.32
11/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.81
10/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
10/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.82
09/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.18
09/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.76
08/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.21
08/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.74
07/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.30
07/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.74
06/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.23
06/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.59
05/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.11
05/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.49
04/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.30
04/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.71
03/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.29
03/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.51
02/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.86
02/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.32
01/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.25
01/11/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.84
31/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.74
31/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.05
30/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.99
29/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.32
29/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.76
28/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.29
28/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.80
27/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.02
27/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.01
26/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.86
26/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.22
25/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.32
25/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.52
24/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.86
24/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.31
23/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.67
23/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.87
22/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.92
22/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.14
21/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.26
21/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.41
20/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.02
20/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.10
19/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.48
19/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.90
18/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.02
18/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.00
17/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.02
17/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.00
16/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,0.02
16/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,0.00
15/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.17
15/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.67
14/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.31
14/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.87
13/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.34
13/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.96
12/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
12/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.88
11/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.34
11/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.96
10/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.34
10/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.95
09/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.19
09/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.65
08/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.30
08/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.83
07/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
07/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.90
06/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
06/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.96
04/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
04/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.97
03/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.34
03/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,2.01
02/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.34
02/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,2.01
01/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.34
01/10/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.97
30/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
30/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.84
29/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.34
29/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,2.01
28/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.35
28/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.94
27/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.35
27/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.92
26/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.32
26/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.94
25/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.25
25/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.75
24/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.20
24/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.70
23/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.34
23/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.92
22/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.35
22/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4392153,Cabal sortida ERA a riu,1.98
21/09/2023,F030397,ERA - Llobregat - el Prat de Llobregat,4493804,Cabal sortida bombament Can Solé,1.33
